secuencial,900,9.6e-05,0.072219,0.013956490835604853,0.012863007540597153
paralelo,900,0.000126,0.325675,0.06100558272174459,0.03746952108892767
justo,900,0.018504,0.138373,0.0672775507412821,0.025548953177887513
------------
secuencial,50,0.000101,0.007373,0.0014304527272727273,0.0013488140583968295
paralelo,50,9e-05,0.00825,0.0012998872727272728,0.0011954834647812111
justo,50,0.000105,0.016609,0.001500001818181818,0.001942568312592276
secuencial,500,6.9e-05,0.031766,0.006904004727272727,0.005584264592713368
paralelo,500,9.6e-05,0.04206,0.0070862905454545455,0.0065204763652485665
justo,500,9.1e-05,0.054887,0.010056167818181819,0.009411319524276013
secuencial,900,8.2e-05,0.125651,0.015501570904645478,0.014639130203229728
paralelo,900,9.2e-05,0.049729,0.013193418512327621,0.010227465528762369
justo,900,0.000112,0.147428,0.01617856146657081,0.013967365190836365
--------------------------------------
secuencial,50,8.2e-05,0.003559,0.000838770909090909,0.0005590020997432437
paralelo,50,8.8e-05,0.003818,0.0009776363636363637,0.0006599194265868954
justo,50,0.000121,0.006419,0.0014561963636363635,0.0011352865131304378
secuencial,500,9.4e-05,0.046099,0.007945661636363635,0.0077086549863632356
paralelo,500,9.5e-05,0.049459,0.007903685454545454,0.00932281449180973
justo,500,9.8e-05,0.041028,0.010872822181818183,0.009843059858010652
secuencial,900,7.7e-05,0.080685,0.012462758907485367,0.012773821239271803
paralelo,900,9e-05,0.06045,0.01541049906716418,0.013212441924457854
justo,900,8.4e-05,0.377764,0.04653399653025819,0.09639568994859662
--------------------------------------
--------------------------------------
secuencial,50,0.000103,0.021388,0.0017550672727272728,0.0032634805169581274
paralelo,50,9.3e-05,0.007893,0.0013331290909090912,0.0013885046095019865
justo,50,8.1e-05,0.00361,0.0008077090909090909,0.0005182977513054291
secuencial,500,8.8e-05,0.032417,0.008371497636363637,0.005820572842270444
paralelo,500,9.4e-05,0.028505,0.00535824312935141,0.004347088026112774
justo,500,0.000107,0.066371,0.00983429890909091,0.01046632376469315
paralelo,900,0.000125,1.203163,0.08340129022445981,0.2706809591880137
secuencial,900,8.4e-05,0.106545,0.0178543081290811,0.016983833039488846
justo,900,0.000106,0.460166,0.04462480095673877,0.10111994170537297
--------------------------------------
secuencial,50,0.000103,0.005611,0.0008635418181818182,0.0006052594372936763
paralelo,50,8.2e-05,0.003222,0.0009288563636363638,0.0006260852333098067
justo,50,7.7e-05,0.001851,0.0007493963636363636,0.0004049139921979555
secuencial,500,9.2e-05,0.039754,0.007066690181818181,0.006444889825478644
paralelo,500,8.7e-05,0.050109,0.006999788545454544,0.006783791324313597
justo,500,0.000111,0.025644,0.006117959272727272,0.0042992968580471405
secuencial,900,8.1e-05,0.099751,0.01697956493567471,0.018256916182690052
paralelo,900,0.000107,0.096973,0.015663766503794575,0.012034959604776085
justo,900,8.4e-05,0.082089,0.013127081841696843,0.012913242086594308
--------------------------------------
secuencial,50,0.000168,0.008655,0.0030717763636363637,0.0019589442636707647
secuencial,500,9.2e-05,0.046939,0.016240037636363634,0.012879098214839912
secuencial,900,8.8e-05,0.101277,0.023411504646464645,0.02375005686096922
paralelo,50,0.000132,0.005545,0.002277629090909091,0.001252060212271646
paralelo,500,8.1e-05,0.044669,0.014195687818181821,0.010366286886800481
paralelo,900,8.8e-05,0.055666,0.015659570707070705,0.010975242413610998
justo,50,0.000114,0.005409,0.0021236945454545454,0.0013001030383526855
justo,500,7.8e-05,0.039235,0.013980865818181818,0.010191222972458157
justo,900,8.9e-05,0.048103,0.014796599494949495,0.012053859608545514
--------------------------------------
--------------------------------------
--------------------------------------
--------------------------------------
--------------------------------------
paralelo,50,0.000634,0.003283,0.0013362941176470588,0.0009033204606734424
secuencial,500,0.000485,0.028328,0.006507726293103448,0.003499185059139024
paralelo,500,0.011586,0.023648,0.017750811550151978,0.002976223136630641
secuencial,900,0.000725,0.058685,0.014410816062176163,0.012660529169823402
--------------------------------------
secuencial,50,8.6e-05,0.011893,0.0019009545454545455,0.002690416709144324
paralelo,50,8.2e-05,0.002998,0.0008378036363636363,0.0005871258201731973
justo,50,9.6e-05,0.004025,0.0010386472727272728,0.0008158998641443347
secuencial,500,8.4e-05,0.031123,0.007418017999999999,0.006837244870629451
paralelo,500,8.7e-05,0.040457,0.010743471454545454,0.01004546692421755
justo,500,9.7e-05,0.049682,0.007807826545454546,0.00844502361650742
secuencial,900,9.4e-05,0.059163,0.01786250919191919,0.013735320605746441
paralelo,900,9.7e-05,0.060238,0.013300531919191918,0.012487865471587044
justo,900,9.6e-05,0.042383,0.01196475696969697,0.010002768623207333
--------------------------------------
secuencial,50,9e-05,0.008411,0.0011953872727272729,0.00165733317356579
paralelo,50,9.2e-05,0.00852,0.001301350909090909,0.0015449271293639154
justo,50,0.000103,0.00837,0.0013481327272727274,0.001431957498931832
secuencial,500,0.000105,0.042325,0.009521100545454544,0.008320145339414543
paralelo,500,8.8e-05,0.042065,0.010630472909090909,0.009966985840581744
justo,500,0.000109,0.054212,0.005867096586646661,0.0061508613960334175
secuencial,900,0.000114,0.070693,0.014326068086413433,0.013629303650221379
justo,900,9.2e-05,0.062997,0.016175468484848483,0.015526205468524014
paralelo,900,8.4e-05,0.078639,0.009887380205828605,0.006832206068456867
--------------------------------------
--------------------------------------
secuencial,50,0.000536,0.008212,0.00292908,0.0029583815226572785
paralelo,50,0.001732,0.003522,0.00255448,0.0005293308696836035
justo,50,0.000504,0.004979,0.001544,0.001288312151615438
secuencial,500,0.00073,0.023978,0.011971852,0.0074338980083194575
justo,500,0.000158,0.016742,0.00545348,0.0030572268338479565
paralelo,500,0.01219,0.091952,0.04872050427350427,0.024199645410845703
paralelo,900,0.000271,0.180346,0.05735326,0.038784783134184646
secuencial,900,9.5e-05,0.021044,0.010149440000000001,0.004725247781599512
justo,900,0.000376,0.023824,0.012228005555555557,0.008284412685075257
--------------------------------------
--------------------------------------
secuencial,50,9.5e-05,0.006851,0.0010713418181818183,0.0010121824357102482
paralelo,50,9.7e-05,0.003985,0.0009412854545454544,0.0007906856451364179
justo,50,8.2e-05,0.003177,0.0007628763636363635,0.0005933717761353749
secuencial,500,0.000135,0.068632,0.00982820890909091,0.010181966915581358
paralelo,500,0.000102,0.031141,0.006485006,0.005922137288709849
justo,500,0.000105,0.029263,0.005447204181818183,0.0052298229823285235
secuencial,900,9.6e-05,0.049633,0.01203666080808081,0.0110349565119078
justo,900,9e-05,0.062476,0.014929768989898989,0.013187987781895396
paralelo,900,0.000116,0.056523,0.013929705555555557,0.011104576138239997
--------------------------------------
justo,50,0.000132,0.007768,0.0008451466666666666,0.0005075007615101019
secuencial,50,6.6e-05,0.00303,0.0008130872727272727,0.0005508418017591704
paralelo,50,8.4e-05,0.002236,0.0007314545454545454,0.00047254060405359753
paralelo,500,8.3e-05,0.018158,0.004884354506276935,0.0036687008399384356
secuencial,500,8e-05,0.015188,0.004806739636363635,0.003636647143009098
justo,500,0.000107,0.014011,0.006155266413889443,0.0038988848768135836
paralelo,900,0.000214,0.028067,0.012650903467666355,0.0077202984279947495
secuencial,900,0.000238,0.031675,0.01789165005417118,0.008223908987958117
justo,900,0.000203,0.021487,0.010436067857142859,0.004670945027397222
--------------------------------------
secuencial,50,6.7e-05,0.002289,0.0006235781818181817,0.00041386938681442574
paralelo,50,8.6e-05,0.006076,0.0006656986027944112,0.0004462654560500027
justo,50,6.2e-05,0.003913,0.0006969888888888889,0.000499306031617761
secuencial,500,7.8e-05,0.016863,0.004470120328167731,0.0037041657052115204
paralelo,500,8e-05,0.016942,0.00553003,0.004026618402772287
justo,500,7e-05,0.039063,0.006575985244267199,0.00700083702702361
secuencial,900,6.2e-05,0.026685,0.007058730285464289,0.005529771146475649
paralelo,900,5.8e-05,0.033436,0.007095228240797735,0.0063091164159979245
justo,900,8.6e-05,0.03522,0.009904280243161093,0.007578663227877681
--------------------------------------
--------------------------------------
--------------------------------------
secuencial,50,0.000161,0.001636,0.0008703500000000001,0.0004379049297507394
paralelo,50,0.000142,0.001411,0.00047665714285714285,0.000307701148413024
justo,50,6.9e-05,0.001428,0.0004271363636363636,0.0003220811297363312
secuencial,500,0.000134,0.011266,0.0036361057851239664,0.0024882590990854244
paralelo,500,8.2e-05,0.013396,0.004397815873015873,0.00357243423137863
justo,500,6.2e-05,0.016877,0.0037040904059040592,0.003813303818007679
secuencial,900,0.000117,0.022787,0.006147572164948455,0.004532985500743066
paralelo,900,0.000119,0.025868,0.007509150943396227,0.006868833688991706
justo,900,9.7e-05,0.029859,0.010157336585365852,0.008121054854520127
--------------------------------------
secuencial,50,0.000265,0.001378,0.0006432,0.00042927212814251057
paralelo,50,0.000223,0.000846,0.0003765,0.0002215225722133074
justo,50,0.000301,0.001078,0.0005808999999999999,0.00032904603021461905
secuencial,500,0.000302,0.014663,0.003773390476190476,0.0031371774468848
paralelo,500,0.000115,0.014708,0.003548666666666667,0.0029216229424376063
justo,500,0.000133,0.013825,0.004218831914893617,0.0034275871544768386
secuencial,900,0.000115,0.025811,0.005445913609467455,0.005446761180900761
paralelo,900,0.000105,0.025655,0.008126740127388536,0.006623845389494776
justo,900,0.000118,0.026097,0.006868843537414966,0.0066177230240573315
--------------------------------------
secuencial,50,6e-05,0.004179,0.000720653,0.0004814372467840435
paralelo,50,6.1e-05,0.002344,0.0006449914285714286,0.00046951799896819936
justo,50,5.8e-05,0.002652,0.0005858499369482975,0.00044106745035886994
paralelo,500,5.3e-05,0.024795,0.005185270603448276,0.004263121251739433
secuencial,500,7.7e-05,0.021957,0.005086923809523808,0.004476344725108259
justo,500,6.6e-05,0.020384,0.00535893275862069,0.004272298219338317
paralelo,900,7.7e-05,0.028693,0.007434296666666668,0.006512516630865744
justo,900,7.3e-05,0.026787,0.00853218715442338,0.0066691971580907896
secuencial,900,0.000106,0.034713,0.009042186834862385,0.007460341974551079
--------------------------------------
secuencial,50,7.7e-05,0.001823,0.0006808000000000001,0.0005115828899927492
paralelo,50,0.00021,0.002305,0.0008864833333333332,0.0004775442978288913
justo,50,6.7e-05,0.002646,0.0007648883333333334,0.0004819842105268826
secuencial,500,5.1e-05,0.017127,0.005198445681818183,0.003996140477044921
paralelo,500,7.7e-05,0.021739,0.004840181489361702,0.004049711507644306
justo,500,7e-05,0.017594,0.004404009569892473,0.0038648042183877253
secuencial,900,0.000144,0.029922,0.008163989615384615,0.006434403193801658
justo,900,7e-05,0.032794,0.008911558815789474,0.007498185296550702
paralelo,900,7e-05,0.031156,0.007890451635220126,0.006312036888566907
--------------------------------------
--------------------------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
---------------------
